,Indicator,State,Time Period End Date,Value
5569,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-03,34.3
5570,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-03,37.3
5571,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-03,43.5
5572,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-03,31.7
5573,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-03,36.1
5733,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-03,34.5
5734,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-03,37.8
5735,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-03,35.1
5736,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-03,37.5
5737,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-03,39.3
5738,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-03,34.8
5739,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-03,31.8
5740,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-03,30.6
5741,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-03,33.8
5742,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-03,34.7
5743,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-03,37.9
5744,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-03,28.4
5745,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-03,31.1
5746,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-03,36.4
5747,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-03,32.0
5748,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-03,30.1
5749,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-03,32.1
5750,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-03,33.5
5751,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-03,37.1
5752,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-03,34.8
5753,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-03,31.1
5754,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-03,30.3
5755,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-03,35.4
5756,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-03,30.4
5757,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-03,42.6
5758,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-03,34.7
5759,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-03,32.7
5760,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-03,32.2
5761,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-03,41.7
5762,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-03,32.4
5763,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-03,35.0
5764,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-03,38.3
5765,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-03,36.1
5766,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-03,32.5
5767,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-03,26.7
5768,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-03,33.4
5769,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-03,39.3
5770,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-03,35.5
5771,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-03,35.3
5772,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-03,36.9
5773,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-03,33.1
5774,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-03,24.9
5775,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-03,36.2
5776,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-03,35.0
5777,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-03,31.5
5778,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-03,32.1
5779,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-03,31.4
5780,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-03,35.6
5781,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-03,41.0
5782,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-03,32.3
5783,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-03,35.6
6006,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-04,35.5
6007,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-04,31.8
6008,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-04,34.4
6009,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-04,34.8
6010,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-04,37.3
6011,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-04,31.5
6012,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-04,31.5
6013,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-04,24.7
6014,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-04,37.4
6015,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-04,35.0
6016,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-04,33.6
6017,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-04,28.5
6018,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-04,30.8
6019,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-04,29.7
6020,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-04,33.2
6021,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-04,29.4
6022,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-04,28.7
6023,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-04,34.8
6024,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-04,34.4
6025,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-04,25.7
6026,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-04,32.5
6027,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-04,31.6
6028,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-04,33.5
6029,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-04,24.7
6030,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-04,30.9
6031,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-04,32.7
6032,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-04,36.1
6033,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-04,31.2
6034,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-04,32.6
6035,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-04,27.3
6036,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-04,32.7
6037,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-04,30.8
6038,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-04,31.2
6039,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-04,31.2
6040,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-04,31.4
6041,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-04,27.1
6042,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-04,29.1
6043,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-04,33.3
6044,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-04,30.2
6045,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-04,26.5
6046,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-04,29.8
6047,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-04,26.6
6048,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-04,31.9
6049,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-04,34.6
6050,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-04,25.1
6051,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-04,31.4
6052,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-04,25.8
6053,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-04,29.7
6054,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-04,42.1
6055,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-04,26.0
6056,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-04,22.0
6222,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-05,33.3
6223,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-05,33.8
6224,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-05,29.9
6225,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-05,35.5
6226,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-05,33.0
6227,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-05,30.8
6228,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-05,29.4
6229,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-05,30.8
6230,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-05,30.6
6231,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-05,32.9
6232,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-05,29.5
6233,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-05,23.2
6234,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-05,25.8
6235,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-05,29.8
6236,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-05,27.4
6237,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-05,27.7
6238,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-05,29.7
6239,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-05,35.2
6240,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-05,34.3
6241,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-05,27.3
6242,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-05,27.7
6243,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-05,29.0
6244,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-05,31.0
6245,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-05,24.1
6246,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-05,25.7
6247,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-05,30.9
6248,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-05,24.1
6249,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-05,31.6
6250,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-05,29.2
6251,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-05,26.3
6252,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-05,27.8
6253,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-05,28.4
6254,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-05,31.6
6255,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-05,33.5
6256,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-05,24.8
6257,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-05,31.8
6258,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-05,34.3
6259,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-05,32.4
6260,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-05,27.3
6261,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-05,24.5
6262,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-05,30.0
6263,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-05,24.4
6264,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-05,29.8
6265,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-05,33.1
6266,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-05,30.1
6267,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-05,28.0
6268,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-05,27.3
6269,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-05,32.6
6270,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-05,31.0
6271,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-05,26.4
6272,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-05,27.2
6438,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-05,28.0
6439,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-05,29.3
6440,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-05,27.9
6441,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-05,33.7
6442,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-05,32.3
6443,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-05,33.1
6444,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-05,32.4
6445,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-05,26.1
6446,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-05,30.8
6447,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-05,28.9
6448,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-05,30.9
6449,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-05,25.5
6450,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-05,28.9
6451,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-05,29.1
6452,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-05,27.9
6453,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-05,26.2
6454,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-05,25.1
6455,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-05,31.4
6456,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-05,33.3
6457,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-05,26.2
6458,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-05,27.7
6459,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-05,28.0
6460,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-05,28.8
6461,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-05,24.7
6462,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-05,32.3
6463,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-05,26.7
6464,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-05,27.1
6465,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-05,25.3
6466,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-05,28.4
6467,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-05,27.5
6468,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-05,26.3
6469,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-05,29.1
6470,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-05,32.4
6471,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-05,28.1
6472,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-05,23.2
6473,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-05,28.5
6474,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-05,33.0
6475,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-05,32.6
6476,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-05,30.2
6477,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-05,26.4
6478,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-05,30.1
6479,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-05,24.3
6480,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-05,33.5
6481,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-05,32.4
6482,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-05,27.7
6483,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-05,28.0
6484,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-05,32.3
6485,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-05,31.3
6486,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-05,31.6
6487,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-05,29.9
6488,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-05,32.3
6654,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-06,31.8
6655,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-06,26.9
6656,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-06,31.8
6657,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-06,32.9
6658,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-06,30.7
6659,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-06,30.3
6660,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-06,23.6
6661,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-06,27.4
6662,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-06,26.8
6663,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-06,28.0
6664,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-06,32.2
6665,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-06,29.3
6666,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-06,23.9
6667,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-06,28.2
6668,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-06,29.3
6669,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-06,27.8
6670,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-06,25.4
6671,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-06,28.4
6672,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-06,34.2
6673,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-06,28.0
6674,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-06,26.6
6675,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-06,27.2
6676,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-06,23.1
6677,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-06,26.6
6678,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-06,32.3
6679,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-06,33.6
6680,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-06,22.1
6681,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-06,22.6
6682,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-06,36.5
6683,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-06,33.4
6684,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-06,30.2
6685,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-06,32.8
6686,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-06,27.7
6687,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-06,31.8
6688,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-06,27.0
6689,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-06,30.4
6690,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-06,31.2
6691,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-06,32.8
6692,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-06,29.8
6693,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-06,27.0
6694,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-06,30.8
6695,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-06,25.5
6696,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-06,29.2
6697,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-06,32.2
6698,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-06,29.0
6699,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-06,25.9
6700,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-06,29.9
6701,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-06,32.4
6702,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-06,31.8
6703,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-06,22.3
6704,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-06,24.2
6870,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-06,29.5
6871,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-06,31.8
6872,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-06,32.0
6873,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-06,34.5
6874,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-06,31.5
6875,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-06,28.3
6876,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-06,30.6
6877,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-06,31.4
6878,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-06,25.0
6879,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-06,34.0
6880,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-06,33.6
6881,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-06,24.9
6882,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-06,29.5
6883,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-06,29.4
6884,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-06,30.2
6885,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-06,32.4
6886,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-06,25.9
6887,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-06,33.2
6888,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-06,36.3
6889,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-06,28.6
6890,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-06,31.1
6891,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-06,27.1
6892,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-06,27.2
6893,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-06,25.9
6894,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-06,39.2
6895,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-06,31.9
6896,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-06,26.7
6897,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-06,25.4
6898,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-06,33.9
6899,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-06,21.0
6900,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-06,31.0
6901,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-06,35.7
6902,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-06,30.5
6903,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-06,25.7
6904,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-06,26.5
6905,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-06,28.4
6906,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-06,38.6
6907,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-06,29.0
6908,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-06,28.0
6909,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-06,31.3
6910,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-06,30.0
6911,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-06,23.5
6912,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-06,31.3
6913,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-06,31.7
6914,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-06,29.8
6915,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-06,23.0
6916,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-06,28.3
6917,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-06,29.0
6918,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-06,37.2
6919,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-06,22.4
6920,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-06,26.1
7086,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-07,35.9
7087,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-07,27.4
7088,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-07,33.4
7089,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-07,26.4
7090,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-07,30.3
7091,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-07,27.9
7092,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-07,26.8
7093,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-07,25.8
7094,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-07,28.0
7095,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-07,26.6
7096,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-07,30.5
7097,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-07,32.9
7098,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-07,28.9
7099,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-07,24.0
7100,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-07,28.8
7101,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-07,25.3
7102,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-07,27.5
7103,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-07,34.3
