,Indicator,Group,State,Subgroup,Time Period End Date,Value
455,Symptoms of Depressive Disorder,By State,Kansas,Kansas,2020-05,21.2
456,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2020-05,22.8
457,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2020-05,26.5
458,Symptoms of Depressive Disorder,By State,Maine,Maine,2020-05,25.6
459,Symptoms of Depressive Disorder,By State,Maryland,Maryland,2020-05,20.8
460,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2020-05,22.8
461,Symptoms of Depressive Disorder,By State,Michigan,Michigan,2020-05,27.9
462,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2020-05,20.0
463,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2020-05,36.4
464,Symptoms of Depressive Disorder,By State,Missouri,Missouri,2020-05,24.3
465,Symptoms of Depressive Disorder,By State,Montana,Montana,2020-05,21.1
466,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2020-05,20.4
467,Symptoms of Depressive Disorder,By State,Nevada,Nevada,2020-05,26.9
468,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2020-05,20.3
469,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2020-05,26.9
470,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2020-05,28.4
471,Symptoms of Depressive Disorder,By State,New York,New York,2020-05,23.8
472,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2020-05,22.6
473,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2020-05,22.5
474,Symptoms of Depressive Disorder,By State,Ohio,Ohio,2020-05,27.0
475,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2020-05,25.7
476,Symptoms of Depressive Disorder,By State,Oregon,Oregon,2020-05,22.7
477,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-05,19.8
478,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2020-05,18.8
479,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2020-05,25.3
480,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2020-05,22.7
481,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2020-05,25.6
482,Symptoms of Depressive Disorder,By State,Texas,Texas,2020-05,24.9
483,Symptoms of Depressive Disorder,By State,Utah,Utah,2020-05,21.2
484,Symptoms of Depressive Disorder,By State,Vermont,Vermont,2020-05,19.0
485,Symptoms of Depressive Disorder,By State,Virginia,Virginia,2020-05,25.4
486,Symptoms of Depressive Disorder,By State,Washington,Washington,2020-05,23.2
487,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2020-05,27.0
488,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2020-05,20.3
489,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2020-05,20.7
509,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2020-05,20.7
510,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2020-05,26.2
511,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2020-05,29.0
512,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2020-05,28.7
513,Symptoms of Anxiety Disorder,By State,California,California,2020-05,32.3
514,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2020-05,27.6
515,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2020-05,28.7
516,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2020-05,26.6
517,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2020-05,33.3
518,Symptoms of Anxiety Disorder,By State,Florida,Florida,2020-05,28.2
519,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2020-05,27.6
520,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2020-05,24.1
521,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2020-05,24.0
522,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2020-05,28.5
523,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2020-05,32.6
524,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2020-05,19.0
525,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2020-05,26.7
526,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2020-05,27.7
527,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2020-05,27.9
528,Symptoms of Anxiety Disorder,By State,Maine,Maine,2020-05,30.6
529,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2020-05,28.3
530,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2020-05,27.4
531,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2020-05,28.5
532,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2020-05,27.1
533,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2020-05,36.1
534,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2020-05,30.4
535,Symptoms of Anxiety Disorder,By State,Montana,Montana,2020-05,25.7
536,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2020-05,23.3
537,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2020-05,29.0
538,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2020-05,25.2
539,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2020-05,34.4
540,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2020-05,29.6
541,Symptoms of Anxiety Disorder,By State,New York,New York,2020-05,26.8
542,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2020-05,28.4
543,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2020-05,26.2
544,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2020-05,26.2
545,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2020-05,25.2
546,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2020-05,24.2
547,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2020-05,25.8
548,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2020-05,23.9
549,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2020-05,28.5
550,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2020-05,22.3
551,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2020-05,24.8
552,Symptoms of Anxiety Disorder,By State,Texas,Texas,2020-05,28.8
553,Symptoms of Anxiety Disorder,By State,Utah,Utah,2020-05,26.1
554,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2020-05,25.8
555,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2020-05,26.8
556,Symptoms of Anxiety Disorder,By State,Washington,Washington,2020-05,28.9
557,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2020-05,29.3
558,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2020-05,23.4
559,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2020-05,24.1
579,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2020-05,25.2
580,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2020-05,32.7
581,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2020-05,32.1
582,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2020-05,35.2
583,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2020-05,38.8
584,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2020-05,33.1
585,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2020-05,33.9
586,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2020-05,31.8
587,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2020-05,37.3
588,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2020-05,33.5
589,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2020-05,33.6
590,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2020-05,29.1
591,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2020-05,27.6
592,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2020-05,35.2
593,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2020-05,37.3
594,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2020-05,23.8
595,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2020-05,31.1
596,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2020-05,35.5
597,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2020-05,34.2
598,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2020-05,34.2
599,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2020-05,32.7
600,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2020-05,32.0
601,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2020-05,35.0
602,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2020-05,29.7
603,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2020-05,44.3
604,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2020-05,35.4
605,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2020-05,29.7
606,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2020-05,26.2
607,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2020-05,36.9
608,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2020-05,28.8
609,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2020-05,39.3
610,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2020-05,37.4
611,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2020-05,34.9
612,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2020-05,32.2
613,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2020-05,31.9
614,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2020-05,33.9
615,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2020-05,29.8
616,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2020-05,31.7
617,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-05,30.0
618,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2020-05,26.2
619,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2020-05,31.3
620,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2020-05,27.8
621,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2020-05,32.5
622,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2020-05,34.8
623,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2020-05,30.3
624,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2020-05,29.6
625,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2020-05,32.2
626,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2020-05,33.0
627,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2020-05,34.3
628,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2020-05,28.0
629,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2020-05,28.0
649,Symptoms of Depressive Disorder,By State,Alabama,Alabama,2020-05,20.9
650,Symptoms of Depressive Disorder,By State,Alaska,Alaska,2020-05,26.8
651,Symptoms of Depressive Disorder,By State,Arizona,Arizona,2020-05,25.1
652,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2020-05,23.8
653,Symptoms of Depressive Disorder,By State,California,California,2020-05,26.9
654,Symptoms of Depressive Disorder,By State,Colorado,Colorado,2020-05,25.5
655,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2020-05,21.0
656,Symptoms of Depressive Disorder,By State,Delaware,Delaware,2020-05,22.7
657,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2020-05,20.9
658,Symptoms of Depressive Disorder,By State,Florida,Florida,2020-05,28.6
659,Symptoms of Depressive Disorder,By State,Georgia,Georgia,2020-05,27.7
660,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2020-05,18.5
661,Symptoms of Depressive Disorder,By State,Idaho,Idaho,2020-05,18.9
662,Symptoms of Depressive Disorder,By State,Illinois,Illinois,2020-05,24.2
663,Symptoms of Depressive Disorder,By State,Indiana,Indiana,2020-05,24.8
664,Symptoms of Depressive Disorder,By State,Iowa,Iowa,2020-05,17.6
665,Symptoms of Depressive Disorder,By State,Kansas,Kansas,2020-05,25.2
666,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2020-05,23.2
667,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2020-05,31.1
668,Symptoms of Depressive Disorder,By State,Maine,Maine,2020-05,18.5
669,Symptoms of Depressive Disorder,By State,Maryland,Maryland,2020-05,22.9
670,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2020-05,20.3
671,Symptoms of Depressive Disorder,By State,Michigan,Michigan,2020-05,25.1
672,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2020-05,17.7
673,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2020-05,27.7
674,Symptoms of Depressive Disorder,By State,Missouri,Missouri,2020-05,24.3
675,Symptoms of Depressive Disorder,By State,Montana,Montana,2020-05,22.2
676,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2020-05,17.2
677,Symptoms of Depressive Disorder,By State,Nevada,Nevada,2020-05,27.1
678,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2020-05,22.2
679,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2020-05,22.9
680,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2020-05,28.7
681,Symptoms of Depressive Disorder,By State,New York,New York,2020-05,23.7
682,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2020-05,22.1
683,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2020-05,19.8
684,Symptoms of Depressive Disorder,By State,Ohio,Ohio,2020-05,27.4
685,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2020-05,27.5
686,Symptoms of Depressive Disorder,By State,Oregon,Oregon,2020-05,24.2
687,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-05,25.9
688,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2020-05,21.4
689,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2020-05,21.7
690,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2020-05,25.8
691,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2020-05,22.5
692,Symptoms of Depressive Disorder,By State,Texas,Texas,2020-05,28.8
693,Symptoms of Depressive Disorder,By State,Utah,Utah,2020-05,24.9
694,Symptoms of Depressive Disorder,By State,Vermont,Vermont,2020-05,19.4
695,Symptoms of Depressive Disorder,By State,Virginia,Virginia,2020-05,22.3
696,Symptoms of Depressive Disorder,By State,Washington,Washington,2020-05,22.2
697,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2020-05,22.0
698,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2020-05,20.8
699,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2020-05,18.8
719,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2020-05,25.2
720,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2020-05,31.6
721,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2020-05,29.3
722,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2020-05,28.6
723,Symptoms of Anxiety Disorder,By State,California,California,2020-05,30.4
724,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2020-05,28.8
725,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2020-05,24.7
726,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2020-05,24.2
727,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2020-05,29.9
728,Symptoms of Anxiety Disorder,By State,Florida,Florida,2020-05,34.1
729,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2020-05,32.6
730,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2020-05,19.6
731,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2020-05,22.1
732,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2020-05,30.3
733,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2020-05,30.5
734,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2020-05,20.6
735,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2020-05,30.1
736,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2020-05,30.8
737,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2020-05,36.0
738,Symptoms of Anxiety Disorder,By State,Maine,Maine,2020-05,24.5
739,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2020-05,25.8
740,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2020-05,25.5
741,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2020-05,27.5
742,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2020-05,22.8
743,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2020-05,31.9
744,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2020-05,29.0
745,Symptoms of Anxiety Disorder,By State,Montana,Montana,2020-05,24.3
746,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2020-05,22.6
747,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2020-05,35.6
748,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2020-05,24.6
749,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2020-05,26.2
750,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2020-05,35.4
751,Symptoms of Anxiety Disorder,By State,New York,New York,2020-05,30.6
752,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2020-05,27.5
753,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2020-05,22.1
754,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2020-05,29.8
755,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2020-05,27.3
756,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2020-05,32.1
757,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2020-05,28.0
758,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2020-05,30.6
